id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
747734,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.0,deadpool vs wolverine,smoothie,"Parents,Siblings",A lot (hot),Shawarma
517064,3,9.0,"Week day lunch,Week day dinner,Weekend lunch",14.5,i don't think of any movie,water,Friends,none,Shawarma
387330,5,5.0,"Week day lunch,Weekend lunch",10.0,the dictator,sprite,Strangers,none,Shawarma
746750,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,none,juice,"Parents,Siblings",A moderate amount (medium),Shawarma
629285,4,8.0,Week day dinner,8.0,mib,tea,Strangers,A moderate amount (medium),Shawarma
743488,4,5.0,"Week day lunch,Weekend lunch",9.0,avengers,pop,Friends,none,Shawarma
523710,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,aladdin,coca cola,"Parents,Siblings",A little (mild),Shawarma
635179,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,gladiator,ice tea,Siblings,A lot (hot),Shawarma
313562,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,fast and furious,crush,"Siblings,Friends",A moderate amount (medium),Shawarma
712670,4,7.5,"Week day dinner,Weekend lunch",8.5,aladdin,coca cola,"Parents,Siblings",A moderate amount (medium),Shawarma
635627,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,avengers,coca cola,"Siblings,Friends",A moderate amount (medium),Shawarma
524485,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
632320,4,3.0,"Week day dinner,Late night snack",8.0,none,tea,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
633520,4,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",17.5,aladdin,laban ayran,"Parents,Friends",A moderate amount (medium),Shawarma
606905,4,9.0,"Week day lunch,Week day dinner,Late night snack",11.99,borat,pineapple fanta,"Friends,Strangers",A lot (hot),Shawarma
393424,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,coca cola,"Siblings,Friends",A moderate amount (medium),Shawarma
618333,4,2.0,"Week day lunch,Late night snack",8.0,oppenheimer,coca cola,Friends,A moderate amount (medium),Shawarma
628558,2,8.0,Week day lunch,12.0,avengers at the end of the film after the battle in nyc tony stark suggests to the rest of the team that they go get shawarma,water,Strangers,none,Shawarma
613776,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,avengers,coca cola,Parents,A little (mild),Shawarma
317214,5,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",16.0,i think of movies that i've watch with either my friends or my siblings,any drink would pair well,"Siblings,Friends",A moderate amount (medium),Shawarma
628093,4,6.0,Late night snack,12.0,deadpool 2,water,Friends,none,Shawarma
411781,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,avengers,coca cola,"Parents,Siblings,Friends",none,Shawarma
525567,3,7.0,"Weekend lunch,Weekend dinner,Late night snack",12.0,the kite runner,water,Friends,A lot (hot),Shawarma
634455,4,5.5,"Week day dinner,Weekend dinner,Late night snack",10.0,i dont think of a movie,water,Friends,A lot (hot),Shawarma
498848,2,15.0,"Week day lunch,Weekend lunch",10.0,avengers,pop,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
638838,4,10.0,"Week day lunch,Weekend lunch",12.5,the barbie movie,pepsi,Siblings,A moderate amount (medium),Shawarma
411253,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",5.0,avengers,sprite,Friends,none,Shawarma
410165,5,8.0,"Week day lunch,Weekend lunch",15.0,avengers,juice,Friends,A moderate amount (medium),Shawarma
608554,4,4.0,"Week day lunch,Week day dinner,Weekend dinner",15.0,avengers,laban,"Parents,Siblings",A lot (hot),Shawarma
602394,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,deadpool 2,pop,Friends,A little (mild),Shawarma
743623,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,ratatouille,coca cola,Friends,A lot (hot),Shawarma
87783,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,avengers,coca cola,"Parents,Siblings,Friends,Strangers",none,Shawarma
632431,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.99,avenegers,sprite,"Parents,Siblings,Strangers",A lot (hot),Shawarma
744091,3,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.5,avengers,water,Teachers,none,Shawarma
519570,4,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,breaking bad,pop,"Parents,Friends",A little (mild),Shawarma
744484,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,water,"Siblings,Friends",A lot (hot),Shawarma
508149,4,10.0,"Week day dinner,Weekend dinner",11.0,avengers,water,Parents,I will have some of this food item with my hot sauce,Shawarma
524992,4,4.0,"Week day lunch,Weekend lunch",12.0,the dictator,pepsi,"Friends,Strangers",A moderate amount (medium),Shawarma
413570,4,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",9.0,avengers,sprite,"Siblings,Friends",A little (mild),Shawarma
306207,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,pursuit of happyness,water,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
634468,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,avengers,pop,"Friends,Strangers",A little (mild),Shawarma
522205,4,5.0,Week day lunch,12.0,avengers,sprite,"Friends,Teachers",A moderate amount (medium),Shawarma
5978,3,7.0,"Week day lunch,Weekend lunch,Late night snack",10.0,none,pop,"Friends,Strangers",A moderate amount (medium),Shawarma
742611,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,probably some middle eat movies,none,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
631198,2,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
606150,3,7.0,"Week day lunch,Weekend lunch",12.0,deadpool  wolverine,coca cola,Friends,A little (mild),Shawarma
313577,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
629700,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13.0,the dictator,water,Friends,none,Shawarma
630928,4,9.0,"Week day lunch,Weekend lunch",11.0,drishyam,coffee,Strangers,none,Shawarma
607286,2,12.5,"Week day lunch,Late night snack",10.0,avengers,coca cola,Friends,A lot (hot),Shawarma
607609,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",7.0,mission impossible,juice,Siblings,A lot (hot),Shawarma
522890,5,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers action movies,coca cola,"Parents,Siblings",A lot (hot),Shawarma
630227,4,10.0,"Week day lunch,Late night snack",12.0,us,coca cola,"Parents,Siblings",A moderate amount (medium),Shawarma
603607,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,pepsi,Friends,A little (mild),Shawarma
617029,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,borat,tea,"Parents,Siblings",A moderate amount (medium),Shawarma
617462,3,6.0,"Week day lunch,Week day dinner,Late night snack",10.0,avengers 1,coca cola,"Siblings,Friends",A moderate amount (medium),Shawarma
633001,3,13.0,"Week day lunch,Week day dinner,Weekend lunch",8.0,avengers,ice tea,"Friends,Strangers",none,Shawarma
634690,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11.0,avengers,pepsi,Friends,A moderate amount (medium),Shawarma
630198,3,7.0,Week day lunch,10.0,avengers,juice,"Parents,Friends,Strangers",A little (mild),Shawarma
520507,3,8.0,"Week day lunch,Weekend lunch",6.0,none,water,Strangers,A little (mild),Shawarma
635065,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,aladdin,pop,Friends,A moderate amount (medium),Shawarma
613209,2,4.0,"Week day lunch,Week day dinner",9.0,avengers 2012,coca cola,Friends,A lot (hot),Shawarma
605452,4,12.0,"Week day dinner,Weekend dinner",20.0,avengers,ayran,"Friends,Strangers",A moderate amount (medium),Shawarma
24137,2,5.0,"Week day lunch,Week day dinner",15.0,middle east movie,juice,"Friends,Strangers",A little (mild),Shawarma
518809,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,none,coca cola,"Parents,Siblings",A lot (hot),Shawarma
634646,4,5.0,"Week day lunch,Weekend lunch",7.0,avengers,water,"Friends,Strangers",A moderate amount (medium),Shawarma
508156,2,7.0,"Week day lunch,Week day dinner,Weekend lunch",15.0,avengers,ayran,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
632909,3,6.0,"Week day lunch,Weekend lunch,At a party",13.0,avengers,coca cola,"Siblings,Friends",A moderate amount (medium),Shawarma
414734,4,5.0,Week day lunch,15.0,none,coca cola,"Friends,Strangers",A moderate amount (medium),Shawarma
630250,3,6.0,"At a party,Late night snack",14.0,deadpool  wolverine,sprite,"Friends,Strangers",A moderate amount (medium),Shawarma
411810,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,none,juice,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
214145,2,5.0,Week day dinner,10.0,shrek2,wine,Friends,A lot (hot),Shawarma
628986,2,4.0,"At a party,Late night snack",16.98,ninja turtle,coca cola,Teachers,A lot (hot),Shawarma
211158,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,none,pop,Friends,A moderate amount (medium),Shawarma
507382,3,4.0,"Week day lunch,Weekend lunch",7.0,avengers,water,Strangers,A lot (hot),Shawarma
522877,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.5,shrek,water,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
635024,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9.0,avengers,water,"Parents,Siblings",A moderate amount (medium),Shawarma
602845,2,7.5,Week day lunch,10.0,none,none,"Friends,Strangers",A moderate amount (medium),Shawarma
519822,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,none,coca cola,"Friends,Strangers",A lot (hot),Shawarma
600849,3,10.0,"Week day lunch,Weekend lunch",7.0,avengers,water,"Siblings,Strangers",A little (mild),Shawarma
605148,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",13.0,avengers,none,Friends,A moderate amount (medium),Shawarma
631600,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,i think about the first avengers movie after they fought off the aliens in the city the superheroes gather at a local shawarma place that is nearly destroyed because of the alien invasion and eat quietly around the table,none,"Parents,Siblings,Friends",none,Shawarma
716142,4,8.0,"Week day dinner,Weekend dinner",5.0,avengers,pop,Parents,A moderate amount (medium),Shawarma
525853,5,4.5,"Week day lunch,Weekend lunch,At a party",17.5,alien,juice,Strangers,none,Shawarma
835124,3,7.0,"Week day dinner,Weekend dinner,Late night snack",9.0,avengers,fanta,Parents,A moderate amount (medium),Shawarma
634764,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,avengers,ice tea,"Siblings,Friends",A lot (hot),Shawarma
630117,2,4.0,"Week day lunch,Weekend lunch",14.0,none,pop,Strangers,none,Shawarma
631531,2,4.5,"Week day lunch,Week day dinner,At a party",10.0,avengers age of ultron,pepsi,"Parents,Siblings",A little (mild),Shawarma
714062,3,8.0,"Week day lunch,Weekend lunch",10.0,none,juice,Friends,A little (mild),Shawarma
629156,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,avengers,none,Friends,A moderate amount (medium),Shawarma
498563,3,13.0,"Week day lunch,Weekend lunch",12.0,avenger,tea,Strangers,none,Shawarma
625319,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.5,the dictator,water,"Parents,Siblings,Friends",A little (mild),Shawarma
723931,3,10.0,"Week day lunch,Weekend lunch",15.0,none,coca cola,Friends,A little (mild),Shawarma
526497,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",15.0,avengers,gingerale,"Parents,Siblings,Friends",A lot (hot),Shawarma
630999,2,6.0,"Week day lunch,Week day dinner,Late night snack",15.0,none,water,Strangers,A little (mild),Shawarma
97339,3,10.0,Week day lunch,10.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
631909,3,6.0,"Week day lunch,Weekend lunch,At a party",12.0,avengers,gingerale,"Siblings,Friends",A moderate amount (medium),Shawarma
625349,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,madagascar,water,"Friends,Strangers",A moderate amount (medium),Shawarma
632299,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,water,Siblings,A moderate amount (medium),Shawarma
616634,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,ice tea,"Friends,Strangers",A moderate amount (medium),Shawarma
616836,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,aladdin,coca cola,Friends,A moderate amount (medium),Shawarma
609116,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,pop,"Parents,Siblings",A moderate amount (medium),Shawarma
626789,3,7.0,"Week day lunch,Weekend lunch",11.0,none,coca cola,Friends,A moderate amount (medium),Shawarma
504599,3,7.5,Week day lunch,10.0,avengers,juice,Friends,A moderate amount (medium),Shawarma
632684,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
522967,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,avengers,coca cola,"Siblings,Friends",A lot (hot),Shawarma
632893,4,5.0,Week day lunch,10.0,angry birds,sprite,Strangers,A lot (hot),Shawarma
632156,4,10.0,"Week day lunch,Late night snack",1.0,i think of avengers when i think of shawarma,coca cola,Siblings,none,Shawarma
603582,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,the road to fallujah,coca cola,"Siblings,Friends",A lot (hot),Shawarma
626754,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,avengers,water,"Parents,Friends",A little (mild),Shawarma
298481,3,12.5,"Week day dinner,Weekend dinner",5.0,kingdom of heaven,coca cola,Strangers,A moderate amount (medium),Shawarma
631583,4,7.0,"Week day lunch,Weekend lunch,Late night snack",12.0,lawrence of arabia,coca cola,"Friends,Strangers",A moderate amount (medium),Shawarma
718026,3,4.0,"Week day lunch,Weekend lunch",8.0,the dictator,pepsi,Friends,none,Shawarma
616713,2,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,i don't,coca cola,"Parents,Friends",A moderate amount (medium),Shawarma
602533,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14.0,avengers,tea,"Parents,Friends,Strangers",A lot (hot),Shawarma
522345,3,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,juice,"Parents,Siblings,Friends",A little (mild),Shawarma
629758,3,4.0,"Week day lunch,Weekend lunch,At a party",10.0,time of happiness,coca cola,"Friends,Strangers",A little (mild),Shawarma
631496,4,5.0,"Week day lunch,Weekend lunch,At a party",10.0,avengers,coca cola,Strangers,A moderate amount (medium),Shawarma
491374,1,6.0,"Week day lunch,Weekend lunch",10.5,none,gingerale,Strangers,A little (mild),Shawarma
632051,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,the dictator,water,"Friends,Strangers",A moderate amount (medium),Shawarma
409930,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,probably something with a middle eastern setting,water,Strangers,none,Shawarma
632975,4,9.5,"Week day dinner,Weekend lunch",12.0,barbie,water,"Parents,Strangers",A lot (hot),Shawarma
407221,4,7.0,"Week day lunch,Week day dinner",10.0,avengers,pepsi,"Parents,Siblings,Friends",A lot (hot),Shawarma
204508,2,10.0,"Week day lunch,Weekend lunch,Late night snack",10.0,avengers,coca cola,Friends,I will have some of this food item with my hot sauce,Shawarma
618700,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers 2012,pop,Friends,A moderate amount (medium),Shawarma
627792,3,4.0,"Week day lunch,Weekend lunch,At a party",8.0,avengers,coca cola,Parents,A moderate amount (medium),Shawarma
712054,3,5.0,Week day lunch,16.0,green book,ice tea,Parents,A little (mild),Shawarma
631881,4,12.5,"Week day lunch,Weekend lunch",8.0,avengers because they eat it together after the battle of new york,pop,"Siblings,Friends",A moderate amount (medium),Shawarma
716188,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,middle eastern movies,none,"Friends,Strangers",A little (mild),Shawarma
628744,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.5,avengers,water,Strangers,A moderate amount (medium),Shawarma
604132,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,avangers,water,"Parents,Siblings",A moderate amount (medium),Shawarma
